#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
1100000          -7.45181267e+06 -7.26064420e+06 -1.91168465e+05 -2.15838190e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.11866879e+06  1.12533740e+01  6.03600488e+03  4.75207088e+02  1.12291740e+01
1200000          -7.54530937e+06 -7.35165144e+06 -1.93657927e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23939065e+06  5.26393133e+00  6.09059085e+03  4.77078774e+02  1.12369612e+01
1300000          -7.54968101e+06 -7.35583632e+06 -1.93844689e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16106825e+06  1.14847193e+01  6.10232565e+03  4.76623462e+02  1.12361272e+01
1400000          -7.48337341e+06 -7.29101622e+06 -1.92357192e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.12577422e+06  1.35810128e+01  6.09499817e+03  4.73533636e+02  1.11974337e+01
1500000          -7.44525931e+06 -7.25380373e+06 -1.91455587e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.12462067e+06  1.28308372e+01  6.07838811e+03  4.72603523e+02  1.11727306e+01
1600000          -7.33681223e+06 -7.14768993e+06 -1.89122308e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.09560664e+06  1.38068481e+01  6.05806449e+03  4.68407611e+02  1.10499387e+01
1700000          -7.34802634e+06 -7.15853416e+06 -1.89492177e+05 -2.15838191e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.13919110e+06  1.11394270e+01  6.06713564e+03  4.68623157e+02  1.10358785e+01
1800000          -7.40558462e+06 -7.21497014e+06 -1.90614477e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.11574632e+06  1.31925273e+01  6.07378452e+03  4.70882916e+02  1.10999913e+01
1900000          -7.38620172e+06 -7.19594780e+06 -1.90253925e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23218508e+06  4.56351420e+00  6.06751736e+03  4.70478206e+02  1.10568350e+01
2000000          -7.41857412e+06 -7.22773036e+06 -1.90843752e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16295296e+06  1.03555104e+01  6.08484697e+03  4.70592679e+02  1.11434494e+01
2100000          -7.38992288e+06 -7.19979429e+06 -1.90128593e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.15106709e+06  1.10293602e+01  6.08201710e+03  4.69044382e+02  1.11113387e+01
2200000          -7.25648145e+06 -7.06938650e+06 -1.87094949e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.09523411e+06  1.33797745e+01  6.05153719e+03  4.63884925e+02  1.09346219e+01
2300000          -7.38127237e+06 -7.19078024e+06 -1.90492122e+05 -2.15838192e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.14514942e+06  1.35608218e+01  6.12724862e+03  4.66474333e+02  1.09845079e+01
2400000          -7.39776323e+06 -7.20700372e+06 -1.90759508e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19767088e+06  1.03951410e+01  6.13843420e+03  4.66274212e+02  1.09790749e+01
2500000          -7.45366095e+06 -7.26165410e+06 -1.92006849e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.15270808e+06  1.50215986e+01  6.16922959e+03  4.66981219e+02  1.09981565e+01
2600000          -7.49186307e+06 -7.29921640e+06 -1.92646677e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16273964e+06  1.43121017e+01  6.16797956e+03  4.68634831e+02  1.10827974e+01
2700000          -7.50298080e+06 -7.30991912e+06 -1.93061689e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23902996e+06  9.00255565e+00  6.16830598e+03  4.69620466e+02  1.10959501e+01
2800000          -7.53131556e+06 -7.33731989e+06 -1.93995670e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26205026e+06  8.87625736e+00  6.19924068e+03  4.69538058e+02  1.10855519e+01
2900000          -7.50853205e+06 -7.31555628e+06 -1.92975772e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18436803e+06  1.38238190e+01  6.19012031e+03  4.67756843e+02  1.10795448e+01
3000000          -7.48444018e+06 -7.29170870e+06 -1.92731475e+05 -2.15838193e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27550628e+06  8.14572358e+00  6.20477654e+03  4.66060533e+02  1.10159299e+01
3100000          -7.55065565e+06 -7.35636733e+06 -1.94288318e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21784038e+06  1.30489947e+01  6.22270700e+03  4.68472564e+02  1.10705124e+01
3200000          -7.58008278e+06 -7.38484145e+06 -1.95241330e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.35955204e+06  4.10185140e+00  6.24100588e+03  4.69389783e+02  1.11138139e+01
3300000          -7.61878049e+06 -7.42279356e+06 -1.95986935e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25676678e+06  1.16991378e+01  6.25011093e+03  4.70495490e+02  1.11382373e+01
3400000          -7.61129187e+06 -7.41561019e+06 -1.95681682e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.34162948e+06  5.59618181e+00  6.24611512e+03  4.70059534e+02  1.11271956e+01
3500000          -7.60731525e+06 -7.41178548e+06 -1.95529769e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.32971019e+06  6.15704681e+00  6.24058018e+03  4.70115231e+02  1.11388104e+01
3600000          -7.61948708e+06 -7.42360722e+06 -1.95879859e+05 -2.15838194e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29221158e+06  8.97644868e+00  6.24462951e+03  4.70651281e+02  1.11671896e+01
3700000          -7.59420312e+06 -7.39904346e+06 -1.95159656e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24089090e+06  1.19907304e+01  6.23349877e+03  4.69754281e+02  1.11677142e+01
3800000          -7.55851672e+06 -7.36391253e+06 -1.94604194e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27379811e+06  9.47477234e+00  6.22920146e+03  4.68744542e+02  1.11094802e+01
3900000          -7.57664825e+06 -7.38175756e+06 -1.94890682e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27766810e+06  9.00911526e+00  6.22450616e+03  4.69789374e+02  1.10615695e+01
4000000          -7.58111394e+06 -7.38617588e+06 -1.94938056e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29827004e+06  6.93848627e+00  6.21121198e+03  4.70908707e+02  1.11731604e+01
4100000          -7.56004861e+06 -7.36577938e+06 -1.94269230e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26844676e+06  8.12789275e+00  6.19216854e+03  4.70736901e+02  1.11276914e+01
4200000          -7.53286585e+06 -7.33933120e+06 -1.93534649e+05 -2.15838195e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18536267e+06  1.29000053e+01  6.17053410e+03  4.70600546e+02  1.11423672e+01
4300000          -7.51197044e+06 -7.31884452e+06 -1.93125921e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18655472e+06  1.22073505e+01  6.15778153e+03  4.70578507e+02  1.11202086e+01
4400000          -7.47519250e+06 -7.28305142e+06 -1.92141081e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18689973e+06  1.14750123e+01  6.14380510e+03  4.69245031e+02  1.11011229e+01
4500000          -7.45388066e+06 -7.26194334e+06 -1.91937324e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21232484e+06  9.60637398e+00  6.14233145e+03  4.68859990e+02  1.10923823e+01
4600000          -7.51696115e+06 -7.32337648e+06 -1.93584674e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18449376e+06  1.34248597e+01  6.18079718e+03  4.69938636e+02  1.10851291e+01
4700000          -7.55394111e+06 -7.35966701e+06 -1.94274101e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26885928e+06  7.75351395e+00  6.18523114e+03  4.71276253e+02  1.11718344e+01
4800000          -7.58640048e+06 -7.39121529e+06 -1.95185191e+05 -2.15838196e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24359919e+06  1.02907020e+01  6.20063906e+03  4.72306528e+02  1.11981329e+01
4900000          -7.50984736e+06 -7.31651126e+06 -1.93336098e+05 -2.15838197e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17358780e+06  1.38168727e+01  6.17258570e+03  4.69962140e+02  1.10693093e+01
5000000          -7.49045601e+06 -7.29752589e+06 -1.92930123e+05 -2.15838197e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25326234e+06  7.92363060e+00  6.16661889e+03  4.69429111e+02  1.10878231e+01
