#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
100000            3.62426447e+05  3.73966943e+05 -1.18719584e+04  3.31461904e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.31574380e+07  8.02920867e+01  5.93763915e+03  2.99212214e+01 -7.50266796e+01
200000           -5.73257271e+05 -5.62650862e+05 -1.06510722e+04  4.46631048e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.30992127e+05  1.41985161e+01  5.62745127e+03  2.83926719e+01  9.77593979e+00
300000           -5.61922749e+05 -5.51978979e+05 -9.95057506e+03  6.80547418e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.04245120e+05  1.37016689e+01  5.44158374e+03  2.74362283e+01  1.03966957e+01
400000           -5.37081320e+05 -5.27451059e+05 -9.63157733e+03  1.31539334e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.33898612e+05  1.37405725e+01  5.35301617e+03  2.69963488e+01  1.06338225e+01
500000           -5.22646789e+05 -5.13215645e+05 -9.43124994e+03  1.06222163e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.29194980e+05  1.35790328e+01  5.29667463e+03  2.67161649e+01  1.07693190e+01
600000           -5.27551976e+05 -5.18326070e+05 -9.22590579e+03  6.68730977e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.44580165e+05  1.33184158e+01  5.23784345e+03  2.64284963e+01  1.07836695e+01
700000           -5.18210460e+05 -5.08974138e+05 -9.23632181e+03  6.68730922e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.99606301e+05  1.35372522e+01  5.24078343e+03  2.64433146e+01  1.08166100e+01
800000           -5.04180786e+05 -4.95085971e+05 -9.09481488e+03  6.68730869e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.81842803e+05  1.34871754e+01  5.20044269e+03  2.62400306e+01  1.09509251e+01
900000           -5.05425305e+05 -4.96371027e+05 -9.05427748e+03  6.68730819e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.42763220e+05  1.36306943e+01  5.18891692e+03  2.61813513e+01  1.09968243e+01
1000000          -5.02213959e+05 -4.93179344e+05 -9.03461495e+03  6.68730769e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.12709540e+05  1.37527461e+01  5.18285385e+03  2.61550265e+01  1.09986089e+01
1100000          -4.91025240e+05 -4.82016877e+05 -9.00836313e+03  6.68730718e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.23029673e+05  1.36817243e+01  5.17443096e+03  2.61215628e+01  1.09318664e+01
1200000          -5.00828712e+05 -4.91828220e+05 -9.00049141e+03  6.68730666e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.37736432e+05  1.36070035e+01  5.17158884e+03  2.61130956e+01  1.08863201e+01
