#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
1100000          -7.42623710e+06 -7.23510862e+06 -1.91128480e+05 -1.26272881e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18770130e+06  1.05482265e+01  6.12608480e+03  4.68121871e+02  1.10572672e+01
1200000          -7.38748194e+06 -7.19691185e+06 -1.90570094e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16920608e+06  1.15096067e+01  6.11957415e+03  4.67250425e+02  1.10289911e+01
1300000          -7.47193086e+06 -7.27937367e+06 -1.92557193e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22575675e+06  8.71180119e+00  6.14266412e+03  4.70348597e+02  1.10982133e+01
1400000          -7.51862253e+06 -7.32506505e+06 -1.93557474e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19621449e+06  1.11159279e+01  6.14841063e+03  4.72350126e+02  1.11342426e+01
1500000          -7.46237370e+06 -7.27022237e+06 -1.92151331e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17434304e+06  1.23343219e+01  6.14318077e+03  4.69316287e+02  1.10750744e+01
1600000          -7.43519282e+06 -7.24397535e+06 -1.91217467e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19226299e+06  9.87806297e+00  6.11863363e+03  4.68910737e+02  1.10945096e+01
1700000          -7.46410993e+06 -7.27209111e+06 -1.92018820e+05 -1.26272882e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17733999e+06  1.18260845e+01  6.13725088e+03  4.69445825e+02  1.10795045e+01
1800000          -7.52717476e+06 -7.33359980e+06 -1.93574958e+05 -1.26272883e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23946884e+06  8.73087818e+00  6.16253925e+03  4.71308499e+02  1.11694639e+01
1900000          -7.50339890e+06 -7.31023010e+06 -1.93168800e+05 -1.26272883e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21941276e+06  1.06597519e+01  6.17429888e+03  4.69425460e+02  1.10876593e+01
2000000          -7.53031526e+06 -7.33647503e+06 -1.93840226e+05 -1.26272883e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16695834e+06  1.50561256e+01  6.18911496e+03  4.69928360e+02  1.11202985e+01
2100000          -7.46741632e+06 -7.27522592e+06 -1.92190398e+05 -1.26272883e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.14625204e+06  1.48563684e+01  6.15521196e+03  4.68494350e+02  1.10590237e+01
2200000          -7.55149813e+06 -7.35740616e+06 -1.94091970e+05 -1.26272883e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19918630e+06  1.31932891e+01  6.19755452e+03  4.69896935e+02  1.10947628e+01
2300000          -7.56134557e+06 -7.36675803e+06 -1.94587536e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27970638e+06  8.37571580e+00  6.21454931e+03  4.69808922e+02  1.10695989e+01
2400000          -7.58723612e+06 -7.39196429e+06 -1.95271826e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22473605e+06  1.31442888e+01  6.23406846e+03  4.69985317e+02  1.10845926e+01
2500000          -7.62620099e+06 -7.43001191e+06 -1.96189079e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26472819e+06  1.10418990e+01  6.24781014e+03  4.71154213e+02  1.11948296e+01
2600000          -7.62041596e+06 -7.42448442e+06 -1.95931536e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25766249e+06  1.08058377e+01  6.23217909e+03  4.71715466e+02  1.12068069e+01
2700000          -7.53733329e+06 -7.34339885e+06 -1.93934440e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25721427e+06  9.95352090e+00  6.21532243e+03  4.68173732e+02  1.11203028e+01
2800000          -7.52386047e+06 -7.33006479e+06 -1.93795684e+05 -1.26272884e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22241280e+06  1.22478962e+01  6.21269638e+03  4.68036175e+02  1.10875983e+01
2900000          -7.52399637e+06 -7.33010137e+06 -1.93894998e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26984514e+06  9.12270075e+00  6.21627124e+03  4.68007659e+02  1.10744806e+01
3000000          -7.57644179e+06 -7.38152340e+06 -1.94918383e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24662351e+06  1.12490062e+01  6.22631772e+03  4.69714977e+02  1.10855179e+01
3100000          -7.58718186e+06 -7.39211469e+06 -1.95067173e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22478817e+06  1.28150418e+01  6.22708238e+03  4.70019543e+02  1.10636937e+01
3200000          -7.60902135e+06 -7.41335143e+06 -1.95669916e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25648470e+06  1.10184478e+01  6.23552051e+03  4.70832027e+02  1.11135741e+01
3300000          -7.56999044e+06 -7.37514421e+06 -1.94846226e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28021847e+06  9.12079701e+00  6.23083583e+03  4.69205046e+02  1.11364118e+01
3400000          -7.55418404e+06 -7.35990421e+06 -1.94279831e+05 -1.26272885e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24825991e+06  1.11904932e+01  6.22834050e+03  4.68028608e+02  1.11118378e+01
3500000          -7.58714499e+06 -7.39173632e+06 -1.95408671e+05 -1.26272886e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27339508e+06  1.05129528e+01  6.25007846e+03  4.69109769e+02  1.10913323e+01
3600000          -7.59923709e+06 -7.40363269e+06 -1.95604400e+05 -1.26272886e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26710170e+06  1.08339492e+01  6.24779202e+03  4.69750450e+02  1.10995587e+01
3700000          -7.62975097e+06 -7.43364374e+06 -1.96107235e+05 -1.26272886e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29240776e+06  9.25638831e+00  6.25100172e+03  4.70715138e+02  1.11619277e+01
3800000          -7.67415991e+06 -7.47677486e+06 -1.97385050e+05 -1.26272886e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29053653e+06  1.03632688e+01  6.27065571e+03  4.72300167e+02  1.11697723e+01
3900000          -7.62600409e+06 -7.42992968e+06 -1.96074411e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29775410e+06  8.88805861e+00  6.25101896e+03  4.70635439e+02  1.11380619e+01
4000000          -7.56177872e+06 -7.36723711e+06 -1.94541615e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28097965e+06  7.75455651e+00  6.20287329e+03  4.70583942e+02  1.11294434e+01
4100000          -7.50618444e+06 -7.31312663e+06 -1.93057813e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19586778e+06  1.17222512e+01  6.16128595e+03  4.70144704e+02  1.10649723e+01
4200000          -7.51303516e+06 -7.31994596e+06 -1.93089201e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21888421e+06  9.67862285e+00  6.15239323e+03  4.70898071e+02  1.11806829e+01
4300000          -7.59417953e+06 -7.39916758e+06 -1.95011944e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26131333e+06  7.66883426e+00  6.17163369e+03  4.74106943e+02  1.12533172e+01
4400000          -7.61626431e+06 -7.42064231e+06 -1.95621995e+05 -1.26272887e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20664869e+06  1.19933142e+01  6.18056823e+03  4.74903671e+02  1.12482707e+01
4500000          -7.55056674e+06 -7.35668099e+06 -1.93885746e+05 -1.26272888e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19902568e+06  1.10746254e+01  6.15115899e+03  4.72937840e+02  1.11921318e+01
4600000          -7.53797139e+06 -7.34430588e+06 -1.93665514e+05 -1.26272888e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25714940e+06  6.69195284e+00  6.14618497e+03  4.72782347e+02  1.11740651e+01
4700000          -7.48952367e+06 -7.29693749e+06 -1.92586180e+05 -1.26272888e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21272059e+06  8.93983660e+00  6.12803168e+03  4.71541575e+02  1.11473768e+01
4800000          -7.34186310e+06 -7.15276043e+06 -1.89102676e+05 -1.26272888e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.07292302e+06  1.61906101e+01  6.07530185e+03  4.67028080e+02  1.10120517e+01
4900000          -7.42057264e+06 -7.22960073e+06 -1.90971905e+05 -1.26272888e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.13124158e+06  1.34713010e+01  6.10325433e+03  4.69486723e+02  1.10792691e+01
5000000          -7.44940342e+06 -7.25776067e+06 -1.91642745e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24547492e+06  6.02786681e+00  6.11641880e+03  4.70123514e+02  1.11354682e+01
5100000          -7.47429634e+06 -7.28202967e+06 -1.92266674e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23844597e+06  6.92995890e+00  6.12442679e+03  4.71036554e+02  1.11312516e+01
5200000          -7.49219347e+06 -7.29929527e+06 -1.92898195e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21351284e+06  9.48743344e+00  6.14046437e+03  4.71350782e+02  1.11420415e+01
5300000          -7.51475896e+06 -7.32137255e+06 -1.93386410e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18238380e+06  1.20132591e+01  6.14673644e+03  4.72061158e+02  1.11592714e+01
5400000          -7.48460376e+06 -7.29232607e+06 -1.92277689e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17818995e+06  1.14143672e+01  6.12890993e+03  4.70717788e+02  1.11413357e+01
5500000          -7.43938916e+06 -7.24806161e+06 -1.91327554e+05 -1.26272889e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18608174e+06  1.04548702e+01  6.12130728e+03  4.68975811e+02  1.11196419e+01
5600000          -7.37468214e+06 -7.18479250e+06 -1.89889642e+05 -1.26272890e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21253766e+06  7.65557694e+00  6.10312201e+03  4.66835815e+02  1.10392691e+01
5700000          -7.42107455e+06 -7.22996509e+06 -1.91109459e+05 -1.26272890e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.14971637e+06  1.29081368e+01  6.11930260e+03  4.68592594e+02  1.10129952e+01
5800000          -7.39850217e+06 -7.20803438e+06 -1.90467791e+05 -1.26272890e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19826444e+06  8.88939107e+00  6.10734547e+03  4.67935083e+02  1.10275773e+01
5900000          -7.38626334e+06 -7.19593293e+06 -1.90330406e+05 -1.26272890e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18418596e+06  1.00627311e+01  6.11117266e+03  4.67305298e+02  1.10361146e+01
6000000          -7.39892115e+06 -7.20858957e+06 -1.90331572e+05 -1.26272890e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19870159e+06  9.27579827e+00  6.11630545e+03  4.66912608e+02  1.10111439e+01
6100000          -7.47516620e+06 -7.28267065e+06 -1.92495548e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.13128468e+06  1.56515781e+01  6.14866794e+03  4.69738562e+02  1.11406532e+01
6200000          -7.44868852e+06 -7.25671964e+06 -1.91968882e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20979477e+06  1.03123021e+01  6.15341560e+03  4.68091802e+02  1.10358157e+01
6300000          -7.50129461e+06 -7.30816272e+06 -1.93131885e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24029257e+06  9.56710874e+00  6.18233790e+03  4.68724959e+02  1.10364616e+01
6400000          -7.51441565e+06 -7.32101820e+06 -1.93397447e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18829953e+06  1.34839986e+01  6.18831668e+03  4.68912514e+02  1.11014701e+01
6500000          -7.58332276e+06 -7.38832001e+06 -1.95002748e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26929883e+06  8.88400818e+00  6.20922862e+03  4.71210695e+02  1.11205273e+01
6600000          -7.62994716e+06 -7.43389780e+06 -1.96049361e+05 -1.26272891e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24614408e+06  1.10590544e+01  6.22014123e+03  4.72914493e+02  1.11832451e+01
6700000          -7.59488571e+06 -7.39958948e+06 -1.95296224e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.31980898e+06  6.28531607e+00  6.22867118e+03  4.70453496e+02  1.11252985e+01
6800000          -7.55512739e+06 -7.36075733e+06 -1.94370059e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29927732e+06  7.54493369e+00  6.22585616e+03  4.68432315e+02  1.11198120e+01
6900000          -7.53502088e+06 -7.34119363e+06 -1.93827254e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24217915e+06  1.07725551e+01  6.21023820e+03  4.68299360e+02  1.10536207e+01
7000000          -7.49373989e+06 -7.30056524e+06 -1.93174644e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22584919e+06  1.18595254e+01  6.21052858e+03  4.66702411e+02  1.10030703e+01
7100000          -7.39304983e+06 -7.20229454e+06 -1.90755288e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23409447e+06  9.96695909e+00  6.18413176e+03  4.62819205e+02  1.09349936e+01
7200000          -7.37684527e+06 -7.18632548e+06 -1.90519788e+05 -1.26272892e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23645337e+06  9.74833406e+00  6.18306205e+03  4.62330752e+02  1.09007464e+01
7300000          -7.51172277e+06 -7.31790078e+06 -1.93821989e+05 -1.26272893e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24438038e+06  1.14062511e+01  6.22769741e+03  4.66959378e+02  1.10354088e+01
7400000          -7.62909608e+06 -7.43267173e+06 -1.96424347e+05 -1.26272893e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.31341728e+06  7.25947097e+00  6.23897916e+03  4.72387481e+02  1.11580735e+01
7500000          -7.52946278e+06 -7.33577367e+06 -1.93689116e+05 -1.26272893e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28485759e+06  6.59497845e+00  6.18486958e+03  4.69884486e+02  1.10836150e+01
7600000          -7.47338886e+06 -7.28111141e+06 -1.92277450e+05 -1.26272893e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22076073e+06  9.73278229e+00  6.15709471e+03  4.68564211e+02  1.10894887e+01
7700000          -7.47250883e+06 -7.28033116e+06 -1.92177664e+05 -1.26272893e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18147496e+06  1.17917368e+01  6.14196408e+03  4.69474995e+02  1.11014047e+01
7800000          -7.45464173e+06 -7.26285577e+06 -1.91785954e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18691182e+06  1.11302218e+01  6.13654748e+03  4.68930739e+02  1.10575169e+01
7900000          -7.43741557e+06 -7.24620730e+06 -1.91208272e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22816211e+06  7.85117783e+00  6.12934207e+03  4.68068032e+02  1.10996525e+01
8000000          -7.37491705e+06 -7.18504037e+06 -1.89876682e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21064386e+06  7.85999776e+00  6.10499373e+03  4.66661768e+02  1.10145989e+01
8100000          -7.39786205e+06 -7.20713010e+06 -1.90731949e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19910961e+06  9.33547642e+00  6.11790029e+03  4.67775307e+02  1.10421384e+01
8200000          -7.41032595e+06 -7.21927128e+06 -1.91054663e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20815262e+06  9.16099884e+00  6.12743912e+03  4.67837190e+02  1.10208403e+01
8300000          -7.34123376e+06 -7.15174387e+06 -1.89489890e+05 -1.26272894e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19276176e+06  9.17259116e+00  6.10593365e+03  4.65638830e+02  1.09234752e+01
8400000          -7.35250105e+06 -7.16297392e+06 -1.89527128e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19797934e+06  8.94600647e+00  6.10906899e+03  4.65492648e+02  1.09804915e+01
8500000          -7.45236115e+06 -7.26049246e+06 -1.91868697e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20827858e+06  1.01169702e+01  6.14720982e+03  4.68317781e+02  1.10149606e+01
8600000          -7.56316193e+06 -7.36869959e+06 -1.94462338e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16005881e+06  1.50797794e+01  6.17777678e+03  4.72298316e+02  1.11523445e+01
8700000          -7.64486690e+06 -7.44855053e+06 -1.96316365e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.31192142e+06  6.37834509e+00  6.21831490e+03  4.73696020e+02  1.12252340e+01
8800000          -7.61838378e+06 -7.42258762e+06 -1.95796158e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24902080e+06  1.06578764e+01  6.21606372e+03  4.72612761e+02  1.11706720e+01
8900000          -7.55836905e+06 -7.36364636e+06 -1.94722684e+05 -1.26272895e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.31001229e+06  6.04489665e+00  6.20958242e+03  4.70511920e+02  1.11576133e+01
9000000          -7.57295308e+06 -7.37811561e+06 -1.94837467e+05 -1.26272896e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.32031739e+06  5.56982833e+00  6.21465037e+03  4.70405209e+02  1.11435217e+01
9100000          -7.58608844e+06 -7.39099592e+06 -1.95092522e+05 -1.26272896e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22132981e+06  1.26097968e+01  6.21730093e+03  4.70819919e+02  1.11778115e+01
9200000          -7.50974394e+06 -7.31664665e+06 -1.93097294e+05 -1.26272896e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21249176e+06  1.13190318e+01  6.17815834e+03  4.68958304e+02  1.10637782e+01
9300000          -7.55754363e+06 -7.36313696e+06 -1.94406675e+05 -1.26272896e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29008632e+06  7.00619024e+00  6.20072027e+03  4.70420066e+02  1.10915810e+01
9400000          -7.57416681e+06 -7.37942946e+06 -1.94737351e+05 -1.26272896e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25768280e+06  1.00191054e+01  6.21647368e+03  4.70026516e+02  1.11274641e+01
9500000          -7.52724977e+06 -7.33346055e+06 -1.93789221e+05 -1.26272897e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25862047e+06  9.29207615e+00  6.20321073e+03  4.68736537e+02  1.10784459e+01
9600000          -7.47637222e+06 -7.28372148e+06 -1.92650741e+05 -1.26272897e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20302572e+06  1.19169261e+01  6.17715955e+03  4.67949108e+02  1.10314316e+01
9700000          -7.51856036e+06 -7.32506408e+06 -1.93496284e+05 -1.26272897e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21557171e+06  1.10447131e+01  6.17640339e+03  4.70058513e+02  1.11342256e+01
9800000          -7.54811657e+06 -7.35400221e+06 -1.94114367e+05 -1.26272897e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19321743e+06  1.24060052e+01  6.17111112e+03  4.71966808e+02  1.11466141e+01
9900000          -7.54392244e+06 -7.35010847e+06 -1.93813975e+05 -1.26272897e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17393610e+06  1.31680628e+01  6.15819305e+03  4.72223510e+02  1.11620040e+01
10000000         -7.53899879e+06 -7.34526923e+06 -1.93729566e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21982667e+06  1.03356362e+01  6.16692518e+03  4.71350582e+02  1.11149648e+01
10100000         -7.55456617e+06 -7.36020134e+06 -1.94364835e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.20676566e+06  1.24513972e+01  6.19223710e+03  4.70960905e+02  1.10922678e+01
10200000         -7.43625812e+06 -7.24490145e+06 -1.91356674e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18185317e+06  1.21521127e+01  6.15193749e+03  4.66709161e+02  1.09829984e+01
10300000         -7.46245631e+06 -7.27032213e+06 -1.92134176e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27632653e+06  6.94014697e+00  6.18048312e+03  4.66442633e+02  1.09847409e+01
10400000         -7.45254310e+06 -7.26040071e+06 -1.92142384e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23861011e+06  1.04174000e+01  6.19919350e+03  4.65055568e+02  1.09475053e+01
10500000         -7.51105050e+06 -7.31745836e+06 -1.93592143e+05 -1.26272898e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24254518e+06  1.18479095e+01  6.23507847e+03  4.65867612e+02  1.10170743e+01
10600000         -7.56024747e+06 -7.36558969e+06 -1.94657778e+05 -1.26272899e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29963971e+06  8.34686612e+00  6.24338577e+03  4.67808706e+02  1.10692646e+01
10700000         -7.50488151e+06 -7.31141952e+06 -1.93461993e+05 -1.26272899e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23655502e+06  1.19628850e+01  6.22900167e+03  4.66008845e+02  1.10545798e+01
10800000         -7.55266178e+06 -7.35817339e+06 -1.94488398e+05 -1.26272899e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.30025292e+06  7.74291409e+00  6.23147605e+03  4.68294590e+02  1.10778428e+01
10900000         -7.60187285e+06 -7.40628729e+06 -1.95585552e+05 -1.26272899e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28078016e+06  1.04980949e+01  6.26087973e+03  4.68720053e+02  1.11272059e+01
