#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
1100000          -3.90800128e+05 -3.83779633e+05 -7.02049512e+03 -2.40923002e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.29017272e+05  1.21537167e+01  4.55187130e+03  2.31413695e+01  1.09566761e+01
1200000          -4.04521621e+05 -3.97521861e+05 -6.99975993e+03 -2.40923002e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.94430885e+05  1.22946959e+01  4.54461144e+03  2.31100930e+01  1.09216124e+01
1300000          -3.91632651e+05 -3.84687631e+05 -6.94502021e+03 -2.40923003e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.10098532e+05  1.21630147e+01  4.52637930e+03  2.30216747e+01  1.09224243e+01
1400000          -3.93702046e+05 -3.86814475e+05 -6.88757099e+03 -2.40923003e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.77538185e+05  1.22534721e+01  4.50756857e+03  2.29264942e+01  1.09613695e+01
1500000          -3.95148161e+05 -3.88328141e+05 -6.82001973e+03 -2.40923004e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.74442967e+05  1.21961603e+01  4.48462873e+03  2.28178951e+01  1.09326756e+01
1600000          -3.73191076e+05 -3.66438261e+05 -6.75281488e+03 -2.40923004e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.20036167e+05  1.23790001e+01  4.46190189e+03  2.27080720e+01  1.10032997e+01
1700000          -3.67649521e+05 -3.60998504e+05 -6.65101771e+03 -2.40923005e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.00683703e+05  1.18898156e+01  4.42755341e+03  2.25392735e+01  1.09706094e+01
1800000          -3.61980480e+05 -3.55334430e+05 -6.64604982e+03 -2.40923005e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.54752685e+05  1.21002273e+01  4.42572614e+03  2.25317759e+01  1.09982534e+01
1900000          -3.60439657e+05 -3.53857964e+05 -6.58169295e+03 -2.40923006e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.54649391e+05  1.20291441e+01  4.40428515e+03  2.24220173e+01  1.10695428e+01
2000000          -3.48423775e+05 -3.41972670e+05 -6.45110446e+03 -2.40923006e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.81762875e+05  1.17565551e+01  4.36011389e+03  2.21997624e+01  1.11450350e+01
2100000          -3.56370212e+05 -3.49948316e+05 -6.42189631e+03 -2.40923007e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.34339442e+05  1.19468352e+01  4.35000432e+03  2.21507061e+01  1.11497243e+01
2200000          -3.52349686e+05 -3.45936737e+05 -6.41294881e+03 -2.40923007e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.49703007e+05  1.18660378e+01  4.34635900e+03  2.21385262e+01  1.10963114e+01
2300000          -3.62429069e+05 -3.56052028e+05 -6.37704040e+03 -2.40923008e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.70120254e+05  1.17297104e+01  4.33413449e+03  2.20765227e+01  1.10840394e+01
2400000          -3.56907990e+05 -3.50539038e+05 -6.36895175e+03 -2.40923009e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.97992947e+05  1.15907839e+01  4.33084323e+03  2.20652710e+01  1.10410225e+01
