#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
100000           -2.88790472e+05 -2.83430063e+05 -5.39671594e+03  3.63074360e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.82611293e+05  1.10031647e+01  3.97970828e+03  2.03465148e+01  1.12329847e+01
200000           -2.91286454e+05 -2.85857896e+05 -5.43155978e+03  3.00144286e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.58699284e+05  1.11591920e+01  3.99230337e+03  2.04133099e+01  1.12064197e+01
300000           -2.96263022e+05 -2.90784548e+05 -5.47865185e+03  1.77941916e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.38559450e+05  1.13113747e+01  4.00971523e+03  2.05009030e+01  1.11846497e+01
400000           -3.10886039e+05 -3.05343158e+05 -5.54288102e+03 -6.47571201e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.18901967e+05  1.10102896e+01  4.03351671e+03  2.06189822e+01  1.10841541e+01
500000           -3.13391894e+05 -3.07794937e+05 -5.59695643e+03 -6.47571206e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.27393339e+05  1.10354138e+01  4.05322589e+03  2.07186079e+01  1.10492486e+01
600000           -3.04020699e+05 -2.98407664e+05 -5.61303473e+03 -6.47571212e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.42784845e+05  1.09823037e+01  4.05911863e+03  2.07482149e+01  1.10475882e+01
700000           -2.99565968e+05 -2.94092296e+05 -5.47367121e+03 -6.47571217e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.43354896e+05  1.12827818e+01  4.00784898e+03  2.04917233e+01  1.11694308e+01
800000           -3.04168957e+05 -2.98689829e+05 -5.47912800e+03 -6.47571222e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.75011292e+05  1.11398924e+01  4.01005865e+03  2.05010223e+01  1.11633879e+01
900000           -3.00036190e+05 -2.94625558e+05 -5.41063161e+03 -6.47571228e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.65906259e+05  1.10995763e+01  3.98460228e+03  2.03740385e+01  1.12036476e+01
1000000          -2.99364490e+05 -2.93965304e+05 -5.39918619e+03 -6.47571233e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16318732e+05  1.13196484e+01  3.98021136e+03  2.03534212e+01  1.12343053e+01
1100000          -2.90121184e+05 -2.84765225e+05 -5.35595896e+03 -6.47571238e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.56386941e+05  1.10780373e+01  3.96399512e+03  2.02729816e+01  1.12291740e+01
1200000          -2.98254114e+05 -2.93042854e+05 -5.21126015e+03 -6.47571243e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.54692268e+05  1.09074479e+01  3.90940915e+03  2.00004160e+01  1.12369612e+01
1300000          -2.87953897e+05 -2.82772992e+05 -5.18090457e+03 -6.47571249e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.64075690e+05  1.08260872e+01  3.89767435e+03  1.99441456e+01  1.12361272e+01
1400000          -2.81703083e+05 -2.76500843e+05 -5.20223950e+03 -6.47571254e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27414425e+05  1.10272849e+01  3.90500183e+03  1.99886021e+01  1.11974337e+01
1500000          -2.89417544e+05 -2.84171253e+05 -5.24629158e+03 -6.47571259e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.08867756e+05  1.11696993e+01  3.92161189e+03  2.00726119e+01  1.11727306e+01
1600000          -2.79111130e+05 -2.73808318e+05 -5.30281238e+03 -6.47571264e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.58380360e+05  1.10080568e+01  3.94193551e+03  2.01840610e+01  1.10499387e+01
1700000          -2.84402147e+05 -2.79123384e+05 -5.27876366e+03 -6.47571269e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.60361962e+05  1.09691553e+01  3.93286436e+03  2.01389998e+01  1.10358785e+01
1800000          -2.84620798e+05 -2.79361163e+05 -5.25963492e+03 -6.47571274e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.63623446e+05  1.09288536e+01  3.92621548e+03  2.01000061e+01  1.10999913e+01
