#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
100000           -2.78956239e+05 -2.74055246e+05 -4.93265897e+03  3.16656248e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.45756145e+05  1.06058812e+01  3.79907992e+03  1.94811982e+01  1.10595373e+01
200000           -2.67465842e+05 -2.62599960e+05 -4.86774944e+03  1.86731737e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.29725459e+05  1.05979065e+01  3.77384212e+03  1.93530850e+01  1.11153257e+01
300000           -2.66885049e+05 -2.61952408e+05 -4.93280534e+03  1.64084232e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.90368492e+05  1.08686326e+01  3.79871857e+03  1.94832479e+01  1.10853991e+01
400000           -2.65174227e+05 -2.60261704e+05 -4.91252377e+03 -5.54404408e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17708196e+05  1.07138781e+01  3.79068021e+03  1.94445541e+01  1.10509598e+01
500000           -2.74762823e+05 -2.69827272e+05 -4.93555128e+03 -5.54404413e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.80078285e+05  1.09209306e+01  3.79978118e+03  1.94888824e+01  1.10700773e+01
600000           -2.81580166e+05 -2.76645406e+05 -4.93475993e+03 -5.54404418e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.63876589e+05  1.05216233e+01  3.80048994e+03  1.94822698e+01  1.10861900e+01
700000           -2.70870856e+05 -2.65848540e+05 -5.02231584e+03 -5.54404423e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.36182583e+05  1.07637938e+01  3.83448141e+03  1.96521511e+01  1.11204613e+01
800000           -2.71706551e+05 -2.66696908e+05 -5.00964207e+03 -5.54404428e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.46105396e+05  1.07011474e+01  3.82934134e+03  1.96284260e+01  1.11020536e+01
900000           -2.70460311e+05 -2.65300915e+05 -5.15939667e+03 -5.54404434e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.51473392e+05  1.08646632e+01  3.88681644e+03  1.99168088e+01  1.10512567e+01
1000000          -2.83981587e+05 -2.78820817e+05 -5.16077045e+03 -5.54404439e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.37283692e+05  1.09327412e+01  3.88762115e+03  1.99179762e+01  1.10584193e+01
1100000          -2.83771751e+05 -2.78646289e+05 -5.12546211e+03 -5.54404444e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25911754e+05  1.09427836e+01  3.87391520e+03  1.98516893e+01  1.10572672e+01
1200000          -2.71616926e+05 -2.66473944e+05 -5.14298144e+03 -5.54404449e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.45680555e+05  1.08717744e+01  3.88042585e+03  1.98861228e+01  1.10289911e+01
1300000          -2.73488919e+05 -2.68407936e+05 -5.08098269e+03 -5.54404455e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.44245917e+05  1.07992743e+01  3.85733588e+03  1.97640296e+01  1.10982133e+01
1400000          -2.77081259e+05 -2.72016538e+05 -5.06472024e+03 -5.54404460e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.57182299e+05  1.07165844e+01  3.85158937e+03  1.97302189e+01  1.11342426e+01
1500000          -2.71350609e+05 -2.66270187e+05 -5.08042221e+03 -5.54404465e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.64065188e+05  1.07055682e+01  3.85681923e+03  1.97644088e+01  1.10750744e+01
1600000          -2.77647867e+05 -2.72503609e+05 -5.14425757e+03 -5.54404470e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28916576e+05  1.09513792e+01  3.88136637e+03  1.98859977e+01  1.10945096e+01
1700000          -2.78754383e+05 -2.73658651e+05 -5.09573212e+03 -5.54404475e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.54072725e+05  1.07717175e+01  3.86274912e+03  1.97931203e+01  1.10795045e+01
1800000          -2.72817410e+05 -2.67788232e+05 -5.02917847e+03 -5.54404480e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.97910152e+05  1.09525155e+01  3.83746075e+03  1.96637621e+01  1.11694639e+01
1900000          -2.71214805e+05 -2.66214439e+05 -5.00036626e+03 -5.54404485e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.42804489e+05  1.07054126e+01  3.82570112e+03  1.96112890e+01  1.10876593e+01
2000000          -2.77121217e+05 -2.72159051e+05 -4.96216607e+03 -5.54404490e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.90289074e+05  1.09049416e+01  3.81088504e+03  1.95370887e+01  1.11202985e+01
2100000          -2.80021942e+05 -2.74971913e+05 -5.05002942e+03 -5.54404495e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.37320289e+05  1.07943776e+01  3.84478804e+03  1.97076688e+01  1.10590237e+01
2200000          -2.79728297e+05 -2.74787582e+05 -4.94071466e+03 -5.54404500e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.36833255e+05  1.06578157e+01  3.80244548e+03  1.94957058e+01  1.10947628e+01
2300000          -2.74869012e+05 -2.69971370e+05 -4.89764260e+03 -5.54404505e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.61928880e+05  1.04844373e+01  3.78545069e+03  1.94124078e+01  1.10695989e+01
2400000          -2.69494855e+05 -2.64646719e+05 -4.84813617e+03 -5.54404509e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.55066306e+05  1.04535065e+01  3.76593154e+03  1.93159387e+01  1.10845926e+01
2500000          -2.51029919e+05 -2.46217185e+05 -4.81273428e+03 -5.54404514e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.94847666e+05  1.06919930e+01  3.75218986e+03  1.92450869e+01  1.11948296e+01
2600000          -2.57984392e+05 -2.53132698e+05 -4.85169393e+03 -5.54404520e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.85901587e+05  1.07838994e+01  3.76782091e+03  1.93204206e+01  1.12068069e+01
2700000          -2.67730143e+05 -2.62833337e+05 -4.89680609e+03 -5.54404525e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.63588806e+05  1.09493557e+01  3.78467757e+03  1.94132173e+01  1.11203028e+01
2800000          -2.59255471e+05 -2.54351876e+05 -4.90359501e+03 -5.54404530e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17859272e+05  1.07014489e+01  3.78730362e+03  1.94265096e+01  1.10875983e+01
2900000          -2.60591004e+05 -2.55696437e+05 -4.89456777e+03 -5.54404535e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23477434e+05  1.06633992e+01  3.78372876e+03  1.94090070e+01  1.10744806e+01
3000000          -2.76904804e+05 -2.72036853e+05 -4.86795039e+03 -5.54404540e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.30291622e+05  1.05960982e+01  3.77368228e+03  1.93548279e+01  1.10855179e+01
3100000          -2.74943675e+05 -2.70077942e+05 -4.86573334e+03 -5.54404546e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.86007585e+05  1.03297860e+01  3.77291762e+03  1.93502044e+01  1.10636937e+01
