#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
1600000          -2.65852005e+05 -2.60919307e+05 -4.93269757e+03 -1.39182093e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.55671816e+05  1.05590611e+01  3.79904774e+03  1.94813251e+01  1.10866597e+01
1700000          -2.70996884e+05 -2.66138036e+05 -4.85884753e+03 -1.39182094e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.47090105e+05  1.05047746e+01  3.77020211e+03  1.93364688e+01  1.10961204e+01
1800000          -2.65377100e+05 -2.60535910e+05 -4.84118970e+03 -1.39182094e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.08464408e+05  1.06651269e+01  3.76309745e+03  1.93028228e+01  1.11251487e+01
1900000          -2.70412220e+05 -2.65495900e+05 -4.91632036e+03 -1.39182095e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.30040988e+05  1.06604279e+01  3.79219918e+03  1.94519265e+01  1.10522759e+01
2000000          -2.74999413e+05 -2.70108147e+05 -4.89126616e+03 -1.39182095e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.87323901e+05  1.08301321e+01  3.78248819e+03  1.94025676e+01  1.10826058e+01
2100000          -2.65215524e+05 -2.60370388e+05 -4.84513622e+03 -1.39182096e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.51575705e+05  1.04662997e+01  3.76464232e+03  1.93104364e+01  1.10926324e+01
2200000          -2.62855254e+05 -2.57999219e+05 -4.85603509e+03 -1.39182096e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.38356245e+05  1.05443591e+01  3.76827747e+03  1.93353168e+01  1.10445043e+01
2300000          -2.65663581e+05 -2.60891112e+05 -4.77246890e+03 -1.39182097e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26632364e+05  1.04913881e+01  3.73536227e+03  1.91697042e+01  1.10671350e+01
2400000          -2.68122841e+05 -2.63315897e+05 -4.80694349e+03 -1.39182097e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.26233810e+05  1.05380915e+01  3.74906466e+03  1.92380577e+01  1.10563776e+01
2500000          -2.55088612e+05 -2.50331268e+05 -4.75734407e+03 -1.39182098e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.64571383e+05  1.07649305e+01  3.72962494e+03  1.91388276e+01  1.11620575e+01
2600000          -2.65667091e+05 -2.60903039e+05 -4.76405202e+03 -1.39182098e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.17170744e+05  1.05241927e+01  3.73256624e+03  1.91506478e+01  1.11293925e+01
2700000          -2.52194241e+05 -2.47545910e+05 -4.64833059e+03 -1.39182099e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.30080799e+05  1.03114336e+01  3.68644606e+03  1.89189975e+01  1.11735822e+01
2800000          -2.54657349e+05 -2.50010693e+05 -4.64665591e+03 -1.39182099e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.78645013e+05  1.05534122e+01  3.68546768e+03  1.89174559e+01  1.11730705e+01
2900000          -2.56571112e+05 -2.51859451e+05 -4.71166167e+03 -1.39182100e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.71911704e+05  1.06708167e+01  3.71134018e+03  1.90482788e+01  1.11535313e+01
3000000          -2.38566523e+05 -2.33912263e+05 -4.65426033e+03 -1.39182100e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19979753e+05  1.03690303e+01  3.68793774e+03  1.89354342e+01  1.11342170e+01
3100000          -2.45469370e+05 -2.40780380e+05 -4.68898969e+03 -1.39182101e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.68164705e+05  1.06605514e+01  3.70160875e+03  1.90065359e+01  1.11325332e+01
3200000          -2.46525880e+05 -2.41935846e+05 -4.59003346e+03 -1.39182101e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.75472440e+05  1.04948551e+01  3.66203743e+03  1.88059889e+01  1.11675154e+01
3300000          -2.48642884e+05 -2.44045346e+05 -4.59753765e+03 -1.39182102e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.61611728e+05  1.05711615e+01  3.66479068e+03  1.88227545e+01  1.11486321e+01
3400000          -2.43093261e+05 -2.38462717e+05 -4.63054376e+03 -1.39182102e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.99975504e+05  1.04339834e+01  3.67780748e+03  1.88910969e+01  1.11084776e+01
3500000          -2.51091108e+05 -2.46480714e+05 -4.61039356e+03 -1.39182103e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.09672700e+05  1.03595435e+01  3.67052697e+03  1.88461704e+01  1.11368990e+01
3600000          -2.50430395e+05 -2.45816465e+05 -4.61392991e+03 -1.39182103e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.05578881e+05  1.03830393e+01  3.67213799e+03  1.88521153e+01  1.11540299e+01
3700000          -2.52241971e+05 -2.47623079e+05 -4.61889174e+03 -1.39182104e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.47253581e+05  1.06660366e+01  3.67399631e+03  1.88630646e+01  1.11810365e+01
3800000          -2.48234576e+05 -2.43629711e+05 -4.60486442e+03 -1.39182104e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.77855648e+05  1.05027388e+01  3.66833050e+03  1.88348651e+01  1.11705189e+01
3900000          -2.47898290e+05 -2.43321689e+05 -4.57660081e+03 -1.39182105e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.83978703e+05  1.04363817e+01  3.65683895e+03  1.87778867e+01  1.11635271e+01
4000000          -2.49255634e+05 -2.44612898e+05 -4.64273591e+03 -1.39182105e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.90719187e+05  1.04927339e+01  3.68314605e+03  1.89131576e+01  1.11084260e+01
4100000          -2.47893876e+05 -2.43260270e+05 -4.63360536e+03 -1.39182106e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.11373868e+05  1.03828845e+01  3.67956088e+03  1.88945914e+01  1.11014919e+01
4200000          -2.42949067e+05 -2.38332655e+05 -4.61641251e+03 -1.39182106e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.96905941e+05  1.04285037e+01  3.67271094e+03  1.88595980e+01  1.11391646e+01
4300000          -2.41250248e+05 -2.36643008e+05 -4.60724078e+03 -1.39182107e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.09170278e+05  1.03582062e+01  3.66908445e+03  1.88408005e+01  1.11436298e+01
4400000          -2.44698379e+05 -2.40088753e+05 -4.60962614e+03 -1.39182107e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.10700260e+05  1.03540049e+01  3.67005546e+03  1.88454115e+01  1.11425515e+01
4500000          -2.44844112e+05 -2.40273129e+05 -4.57098360e+03 -1.39182108e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.01148031e+05  1.03474275e+01  3.65467818e+03  1.87659695e+01  1.11780053e+01
4600000          -2.50383888e+05 -2.45691297e+05 -4.69259144e+03 -1.39182108e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.24065061e+05  1.04009004e+01  3.70297854e+03  1.90141396e+01  1.10881205e+01
4700000          -2.60559196e+05 -2.55899666e+05 -4.65953017e+03 -1.39182109e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.08069907e+05  1.04327832e+01  3.68992233e+03  1.89469691e+01  1.10965333e+01
4800000          -2.60480464e+05 -2.55854973e+05 -4.62549063e+03 -1.39182110e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.99285527e+05  1.04294753e+01  3.67625516e+03  1.88784617e+01  1.11104036e+01
4900000          -2.59786011e+05 -2.55183825e+05 -4.60218649e+03 -1.39182110e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.73840939e+05  1.05182703e+01  3.66720826e+03  1.88296363e+01  1.11544887e+01
5000000          -2.52980566e+05 -2.48348447e+05 -4.63211922e+03 -1.39182111e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.65649909e+05  1.05964501e+01  3.67930694e+03  1.88897641e+01  1.11769196e+01
5100000          -2.58572981e+05 -2.53931779e+05 -4.64120158e+03 -1.39182111e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.04741084e+05  1.04244558e+01  3.68253052e+03  1.89102719e+01  1.10919932e+01
5200000          -2.54886773e+05 -2.50222610e+05 -4.66416293e+03 -1.39182112e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.97567635e+05  1.04883799e+01  3.69179148e+03  1.89559154e+01  1.10999003e+01
5300000          -2.56814874e+05 -2.52135571e+05 -4.67930320e+03 -1.39182112e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.77332480e+05  1.06055638e+01  3.69716626e+03  1.89896187e+01  1.10337551e+01
5400000          -2.53935308e+05 -2.49279058e+05 -4.65625039e+03 -1.39182113e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.99864727e+05  1.04684926e+01  3.68808569e+03  1.89430012e+01  1.10330601e+01
5500000          -2.61908322e+05 -2.57219646e+05 -4.68867603e+03 -1.39182113e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.30896970e+05  1.03632263e+01  3.70149046e+03  1.90058353e+01  1.10418949e+01
5600000          -2.50626483e+05 -2.46056883e+05 -4.56960004e+03 -1.39182114e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.22981526e+05  1.02422306e+01  3.65411027e+03  1.87631104e+01  1.11381591e+01
5700000          -2.51003067e+05 -2.46465823e+05 -4.53724344e+03 -1.39182114e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.61455460e+05  1.04912413e+01  3.64071798e+03  1.86991142e+01  1.11742766e+01
5800000          -2.47388623e+05 -2.42804834e+05 -4.58378915e+03 -1.39182115e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.51675617e+05  1.06010744e+01  3.65884254e+03  1.87972006e+01  1.11147986e+01
5900000          -2.54249230e+05 -2.49705194e+05 -4.54403606e+03 -1.39182115e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.27302501e+05  1.01892853e+01  3.64314266e+03  1.87146036e+01  1.10838681e+01
6000000          -2.53457273e+05 -2.48814592e+05 -4.64268166e+03 -1.39182116e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.41970915e+05  1.02500968e+01  3.68319092e+03  1.89129838e+01  1.10896809e+01
6100000          -2.51302747e+05 -2.46641770e+05 -4.66097709e+03 -1.39182116e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.03042452e+05  1.04590166e+01  3.69026110e+03  1.89510833e+01  1.10776677e+01
6200000          -2.53923770e+05 -2.49258679e+05 -4.66509046e+03 -1.39182117e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.69355751e+05  1.06247747e+01  3.69151858e+03  1.89612524e+01  1.10542876e+01
6300000          -2.53321862e+05 -2.48647459e+05 -4.67440285e+03 -1.39182117e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.90063226e+05  1.05381440e+01  3.69561654e+03  1.89781234e+01  1.10726395e+01
6400000          -2.50602870e+05 -2.45986554e+05 -4.61631553e+03 -1.39182118e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.88991462e+05  1.04664224e+01  3.67236660e+03  1.88607283e+01  1.10989832e+01
6500000          -2.51066561e+05 -2.46455809e+05 -4.61075219e+03 -1.39182118e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.03087123e+05  1.03916329e+01  3.67048890e+03  1.88478794e+01  1.11331767e+01
6600000          -2.48461137e+05 -2.43891088e+05 -4.57004910e+03 -1.39182119e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.91060854e+05  1.03950697e+01  3.65382998e+03  1.87665715e+01  1.11285221e+01
6700000          -2.48953035e+05 -2.44389050e+05 -4.56398431e+03 -1.39182119e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.74940922e+05  1.04631679e+01  3.65141041e+03  1.87539543e+01  1.11585637e+01
6800000          -2.48001379e+05 -2.43446258e+05 -4.55512034e+03 -1.39182120e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.04486922e+05  1.03115333e+01  3.64772516e+03  1.87361031e+01  1.11356064e+01
6900000          -2.48661437e+05 -2.44179434e+05 -4.48200365e+03 -1.39182120e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.98167430e+05  1.02453979e+01  3.61734831e+03  1.85904817e+01  1.10860549e+01
7000000          -2.47633063e+05 -2.43080911e+05 -4.55215252e+03 -1.39182120e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.88759907e+05  1.03838547e+01  3.64588796e+03  1.87338895e+01  1.10872419e+01
7100000          -2.48614644e+05 -2.44054351e+05 -4.56029274e+03 -1.39182121e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.89691023e+05  1.03906231e+01  3.64904207e+03  1.87512011e+01  1.10641674e+01
7200000          -2.49818723e+05 -2.45197616e+05 -4.62110655e+03 -1.39182121e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.23708959e+05  1.03093903e+01  3.67392891e+03  1.88725716e+01  1.10536755e+01
7300000          -2.50322969e+05 -2.45738852e+05 -4.58411607e+03 -1.39182122e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.74054834e+05  1.04959243e+01  3.65879803e+03  1.87986929e+01  1.10699256e+01
7400000          -2.49086973e+05 -2.44520196e+05 -4.56677642e+03 -1.39182122e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.78851227e+05  1.04488716e+01  3.65233956e+03  1.87606845e+01  1.11179351e+01
7500000          -2.51309152e+05 -2.46666123e+05 -4.64302933e+03 -1.39182123e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19098936e+05  1.03600111e+01  3.68278757e+03  1.89164210e+01  1.10337015e+01
7600000          -2.52467854e+05 -2.47818751e+05 -4.64910336e+03 -1.39182123e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.02528242e+05  1.04452016e+01  3.68576509e+03  1.89258573e+01  1.11018549e+01
7700000          -2.49838556e+05 -2.45244784e+05 -4.59377199e+03 -1.39182124e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.75168543e+05  1.05015695e+01  3.66348255e+03  1.88141921e+01  1.11487360e+01
7800000          -2.51769674e+05 -2.47238836e+05 -4.53083878e+03 -1.39182124e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.03804824e+05  1.02819770e+01  3.63817221e+03  1.86856314e+01  1.11447758e+01
7900000          -2.55296834e+05 -2.50658524e+05 -4.63831004e+03 -1.39182125e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.98470473e+05  1.04498639e+01  3.68156917e+03  1.89034297e+01  1.11296090e+01
8000000          -2.45090083e+05 -2.40448034e+05 -4.64204906e+03 -1.39182125e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.79808894e+05  1.05431329e+01  3.68306268e+03  1.89110158e+01  1.11544274e+01
8100000          -2.57807079e+05 -2.53117916e+05 -4.68916372e+03 -1.39182126e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.97780121e+05  1.05197744e+01  3.70202159e+03  1.90050570e+01  1.11131463e+01
8200000          -2.52842728e+05 -2.48180526e+05 -4.66220220e+03 -1.39182126e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.96480063e+05  1.04909331e+01  3.69109480e+03  1.89518453e+01  1.11130640e+01
8300000          -2.63831424e+05 -2.59144944e+05 -4.68648009e+03 -1.39182127e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.28555039e+05  1.03717562e+01  3.70047585e+03  1.90021938e+01  1.10173993e+01
8400000          -2.49027031e+05 -2.44324720e+05 -4.70231142e+03 -1.39182127e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.88697633e+05  1.05818324e+01  3.70647219e+03  1.90353791e+01  1.10502249e+01
8500000          -2.53023237e+05 -2.48351978e+05 -4.67125862e+03 -1.39182128e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.15183659e+05  1.04159725e+01  3.69399251e+03  1.89737271e+01  1.10218256e+01
8600000          -2.59016195e+05 -2.54379965e+05 -4.63623023e+03 -1.39182128e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.34508527e+05  1.02778118e+01  3.68017844e+03  1.89020698e+01  1.10375000e+01
8700000          -2.57795673e+05 -2.53142841e+05 -4.65283266e+03 -1.39182129e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.06626864e+05  1.04313512e+01  3.68699843e+03  1.89347383e+01  1.10699565e+01
8800000          -2.56184972e+05 -2.51492139e+05 -4.69283304e+03 -1.39182129e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19938335e+05  1.04217845e+01  3.70259626e+03  1.90169780e+01  1.10023821e+01
8900000          -2.49629529e+05 -2.44911804e+05 -4.71772537e+03 -1.39182130e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.80264444e+05  1.06412813e+01  3.71289301e+03  1.90647913e+01  1.10750645e+01
9000000          -2.53923431e+05 -2.49159884e+05 -4.76354715e+03 -1.39182130e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21172691e+05  1.05054832e+01  3.73199997e+03  1.91516006e+01  1.11150579e+01
9100000          -2.58064214e+05 -2.53295354e+05 -4.76885930e+03 -1.39182131e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.77371389e+05  1.07191144e+01  3.73430178e+03  1.91611117e+01  1.11686077e+01
9200000          -2.48183575e+05 -2.43527167e+05 -4.65640867e+03 -1.39182131e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.91357778e+05  1.05057809e+01  3.68943932e+03  1.89364187e+01  1.11939694e+01
9300000          -2.53287334e+05 -2.48604617e+05 -4.68271663e+03 -1.39182132e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.61321518e+05  1.02106578e+01  3.69947300e+03  1.89920983e+01  1.10649917e+01
9400000          -2.62733050e+05 -2.57986389e+05 -4.74666048e+03 -1.39182132e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.21243113e+05  1.04837404e+01  3.72502711e+03  1.91193503e+01  1.10829779e+01
9500000          -2.47670164e+05 -2.43021925e+05 -4.64823942e+03 -1.39182133e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19970528e+05  1.03601810e+01  3.68598363e+03  1.89211253e+01  1.11544782e+01
9600000          -2.53359879e+05 -2.48711543e+05 -4.64833607e+03 -1.39182133e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.25820821e+05  1.03334753e+01  3.68564152e+03  1.89232300e+01  1.11098950e+01
9700000          -2.55883358e+05 -2.51183668e+05 -4.69969061e+03 -1.39182134e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.47417534e+05  1.07722763e+01  3.70593590e+03  1.90269796e+01  1.11282852e+01
9800000          -2.69788622e+05 -2.64965316e+05 -4.82330601e+03 -1.39182134e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.00907714e+05  1.06796287e+01  3.75526583e+03  1.92716630e+01  1.10476426e+01
9900000          -2.59207508e+05 -2.54429298e+05 -4.77820968e+03 -1.39182135e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.33372780e+05  1.04674161e+01  3.73753476e+03  1.91820193e+01  1.10715267e+01
10000000         -2.74778872e+05 -2.69958438e+05 -4.82043329e+03 -1.39182135e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.98503913e+05  1.06869489e+01  3.75426486e+03  1.92652700e+01  1.10575164e+01
10100000         -2.66523584e+05 -2.61769136e+05 -4.75444782e+03 -1.39182136e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.85727143e+05  1.06623158e+01  3.72788628e+03  1.91357640e+01  1.10697828e+01
10200000         -2.44502088e+05 -2.39845839e+05 -4.65624968e+03 -1.39182136e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.63360123e+05  1.06389418e+01  3.68906198e+03  1.89379709e+01  1.11937942e+01
10300000         -2.59089991e+05 -2.54319758e+05 -4.77023321e+03 -1.39182137e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.76357658e+05  1.07259976e+01  3.73467881e+03  1.91645520e+01  1.11324161e+01
10400000         -2.69163946e+05 -2.64322648e+05 -4.84129863e+03 -1.39182137e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.19836498e+05  1.06127078e+01  3.76245157e+03  1.93059096e+01  1.10328690e+01
10500000         -2.80805355e+05 -2.75834437e+05 -4.97091770e+03 -1.39182138e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.18803693e+05  1.07844109e+01  3.81293301e+03  1.95609365e+01  1.09558771e+01
10600000         -2.68017728e+05 -2.63111018e+05 -4.90671037e+03 -1.39182138e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.46954143e+05  1.05687222e+01  3.78815743e+03  1.94345077e+01  1.10128274e+01
10700000         -2.63729494e+05 -2.58885160e+05 -4.84433397e+03 -1.39182139e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.49147178e+05  1.04792211e+01  3.76323913e+03  1.93145316e+01  1.09854428e+01
10800000         -2.66483020e+05 -2.61674535e+05 -4.80848481e+03 -1.39182139e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.10557222e+05  1.06137093e+01  3.74987767e+03  1.92399695e+01  1.10784176e+01
10900000         -2.59711197e+05 -2.54901095e+05 -4.81010213e+03 -1.39182140e-10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.13130696e+05  1.06043510e+01  3.75014650e+03  1.92448198e+01  1.10849195e+01
