#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        HEAT_VAP        
100000           -6.68924301e+06 -6.51739758e+06 -1.71927190e+05  8.17594011e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.62333548e+06  1.70701715e+01  5.41459744e+03  4.76425925e+02  1.10616963e+01
200000           -6.67595913e+06 -6.50426517e+06 -1.71719390e+05  2.54360125e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.62693812e+06  1.63281870e+01  5.40621160e+03  4.76587757e+02  1.10870230e+01
300000           -6.69932039e+06 -6.52742464e+06 -1.71903970e+05  8.21882741e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.66005013e+06  1.36018309e+01  5.40527356e+03  4.77183494e+02  1.11004144e+01
400000           -6.62331569e+06 -6.45316118e+06 -1.70157524e+05  3.00922482e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.67877099e+06  1.20969502e+01  5.40832648e+03  4.72068292e+02  1.09973905e+01
500000           -6.65197994e+06 -6.48093802e+06 -1.71042883e+05  9.63249194e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.64568948e+06  1.63093432e+01  5.43715749e+03  4.72005855e+02  1.09976698e+01
600000           -6.70717749e+06 -6.53477001e+06 -1.72407668e+05  1.89719549e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.66544301e+06  1.64011557e+01  5.46737118e+03  4.73145363e+02  1.09997010e+01
700000           -6.73502056e+06 -6.56173979e+06 -1.73280802e+05  2.63364636e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.68654954e+06  1.57315302e+01  5.48580428e+03  4.73943877e+02  1.09991709e+01
800000           -6.71330479e+06 -6.54060712e+06 -1.72697685e+05  1.01364071e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.71234024e+06  1.29452573e+01  5.47251832e+03  4.73491914e+02  1.10599323e+01
900000           -6.67093288e+06 -6.49913379e+06 -1.71799092e+05  4.04347301e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.71956029e+06  1.14740534e+01  5.45656403e+03  4.72408886e+02  1.09746830e+01
1000000          -6.71982281e+06 -6.54679201e+06 -1.73030800e+05  4.04347299e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.72513106e+06  1.21108042e+01  5.47562292e+03  4.74135640e+02  1.09854690e+01
1100000          -6.66311541e+06 -6.49161714e+06 -1.71498269e+05  4.04347298e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.71002224e+06  1.17890399e+01  5.44812870e+03  4.72308975e+02  1.09566761e+01
1200000          -6.65349164e+06 -6.48224853e+06 -1.71243108e+05  4.04347296e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.68678322e+06  1.39879355e+01  5.45538856e+03  4.70981357e+02  1.09216124e+01
1300000          -6.66941478e+06 -6.49756914e+06 -1.71845638e+05  4.04347294e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.72340169e+06  1.20691127e+01  5.47362070e+03  4.71063289e+02  1.09224243e+01
1400000          -6.71051376e+06 -6.53754976e+06 -1.72963997e+05  4.04347292e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.74211615e+06  1.16239797e+01  5.49243143e+03  4.72507281e+02  1.09613695e+01
1500000          -6.72356249e+06 -6.55018789e+06 -1.73374602e+05  4.04347291e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.77909910e+06  9.92851545e+00  5.51537127e+03  4.71658828e+02  1.09326756e+01
1600000          -6.75305437e+06 -6.57899572e+06 -1.74058645e+05  4.04347290e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.85759237e+06  4.99415134e+00  5.53809811e+03  4.71575695e+02  1.10032997e+01
1700000          -6.80298640e+06 -6.62754570e+06 -1.75440708e+05  4.04347288e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.78425995e+06  1.25926784e+01  5.57244659e+03  4.72390159e+02  1.09706094e+01
1800000          -6.79857544e+06 -6.62325317e+06 -1.75322271e+05  4.04347286e-11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.73074172e+06  1.68575112e+01  5.57427386e+03  4.71916689e+02  1.09982534e+01
